movie_ID,directed_by
tt0405445,Joffre Rodrigues
tt4722680,Tocha Alves
tt4722680,Daniel Lieff
tt4569386,Joe Bazilio Costa
tt0886487,Décio Matos Júnior
tt0438329,Ricardo Van Steen
tt0495033,Antonio Carlos da Fontoura
tt1555367,José Araújo
tt2638748,Paschoal Samora
tt2638748,Daniel Augusto
tt8059170,Gastão Moreira
tt14726986,Eduardo Escorel
tt14726986,João Moreira Salles
tt0796245,Ugo Giorgetti
tt0861739,José Padilha
tt0870090,Paulo Morelli
tt1039960,Marcos Jorge
tt0827778,Daniel Filho
tt0895777,Monique Gardenberg
tt0984175,Chico Teixeira
tt0882820,Murilo Salles
tt1059921,Carlos Reichenbach
tt0933033,Moacyr Góes
tt0945383,Carlos Cortez
tt1165293,Eduardo Coutinho
tt0907134,Jorge Furtado
tt0488515,Júlio Bressane
tt0871896,Mauricio de Sousa
tt0871896,Rodrigo Gava
tt0871896,André Passos
tt0871896,Clewerson Saremba
tt0990366,Maurício Farias
tt0977642,Laís Bodanzky
tt1018706,Beto Brant
tt1018706,Renato Ciasca
tt0432988,Philippe Barcinski
tt1116944,Lúcia Murat
tt1002543,João Moreira Salles
tt1119162,Carlos Alberto Riccelli
tt3343120,Paulo Munhoz
tt11005634,Elso Alves
tt1090295,Carlos Gerbase
tt0973822,David Schurmann
tt1090359,Paulo Nascimento
tt0469748,Rossana Foglia
tt0469748,Rubens Rewald
tt1146300,Rudi Lagemann
tt0848596,Sandra Kogut
tt1058027,Lina Chamie
tt4696686,Daniel Bandeira
tt1068650,Paulo Sérgio de Almeida
tt0997039,Bruno Barreto
tt1828155,Roberto Mader
tt1438492,Maria Ramos
tt0857177,Johnny Araújo
tt1361317,Alê Abreu
tt0768177,Arthur Fontes
tt0882782,Cris D'Amato
tt4574576,Cícero Filho
tt1019402,Lírio Ferreira
tt1019402,Hilton Lacerda
tt0807702,José Joffily
tt0388333,Marina Person
tt1018710,Paulo Caldas
tt0498075,Felipe Briso
tt0498075,Gilberto Topczewski
tt0298079,Joel Zito Araújo
tt1346972,Cristina Leal
tt0920452,Gustavo Spolidoro
tt1323504,Aurelio Grimaldi
tt1068648,Luciano Cury
tt0861689,Fernando Meirelles
tt14671982,Felipe Joffily
tt1092016,Mauro Lima
tt1280567,Bruno Barreto
tt1174691,Breno Silveira
tt0082328,José Mojica Marins
tt0931353,Wolf Maya
tt1288641,Gustavo Nieto Roa
tt1290389,Glauber Filho
tt1290389,Joe Pimentel
tt0803029,Walter Salles
tt0803029,Daniela Thomas
tt1047445,Steven Dieveney
tt4574562,Cícero Filho
tt0884177,Guel Arraes
tt1270631,Júlio Bressane
tt1265968,Bruno Natal
tt1329396,Rodrigo Aragão
tt0831904,Hugo Carvana
tt0831904,Marcos Flaksman
tt0831904,Lauro Escorel
tt1324898,Thiago Moyses
tt0456122,Walter Lima Jr.
tt1149597,Cláudio Torres
tt1424746,Matheus Souza
tt1368859,Kleber Mendonça Filho
tt1213924,Marcelo Galvão
tt1392261,Maurício Farias
tt1136609,Matheus Nachtergaele
tt0972378,Jorge Fernando
tt0337513,Elizeu Ewald
tt1248882,Marcus Figueiredo
tt1478282,Tabajara Ruas
tt0929784,Paulo Thiago
tt1048150,Beto Souza
tt15708782,Sérgio de Assis Brasil
tt1849866,Roberto Moura
tt1330048,José Eduardo Belmonte
tt1345451,André Sturm
tt1054119,Nelson Lik-wai Yu
tt0798732,Miguel Falabella
tt1308936,Denise Zmekhol
tt1185608,Euclydes Marinho
tt3043830,Gurcius Gewdner
tt3575914,Pedro Cezar
tt1945217,Domingos de Oliveira
tt1517095,Paulo Henrique Fontenelle
tt1205903,Marcelo Galvão
tt1378676,Fernando Rick
tt1378676,Marcelo Appezzato
tt1557653,Eloi Pires Ferreira
tt4005288,Denise Gonçalves
tt2015456,Carla Gallo
tt7857598,Fabian Santos
tt1353167,Diplo
tt1353167,Leandro Lara
tt1440741,Aluizio Abranches
tt1016321,Heitor Dhalia
tt1322277,João Daniel Tikhomiroff
tt1552436,José Joffily
tt1513914,Sandra Werneck
tt1609123,Paulo Halm
tt1236397,Cláudio Torres
tt1650394,Marco Ricca
tt1500761,Karim Aïnouz
tt1500761,Marcelo Gomes
tt1442576,Fábio Barreto
tt1442576,Marcelo Santiago
tt1526306,Sergio Rezende
tt1483795,Esmir Filho
tt1576703,Tizuka Yamasaki
tt1358996,Paulo Biscaia Filho
tt1134860,Anna Muylaert
tt2069774,Anderson Corrêa
tt2069774,Marco Antônio Ferraz
tt1410297,Guel Arraes
tt1334026,Jeremias Moreira Filho
tt1099227,Daniel Filho
tt1278336,José Alvarenga Jr.
tt1517615,Felipe Braga
tt1517615,Eduardo Hunter Moura
tt1504688,José Alvarenga Jr.
tt1670262,Walbercy Ribas
tt1670262,Rafael Ribas
tt2154685,Cláudio Kahns
tt1546795,Vincent Carelli
tt1685327,Fernando Meirelles
tt1685327,Toniko Melo
tt1532945,Raphael Alvarez
tt1532945,Tatiana Issa
tt1510932,Jorge W. Atalla
tt1205004,Roberto Moreira
tt3515418,Silvio Tendler
tt1023136,Fabiano Maciel
tt3135326,Roberto T. Oliveira
tt3135326,João Wainer
tt1440286,Micael Langer
tt1440286,Calvito Leal
tt1440286,Cláudio Manoel
tt2050515,Henrique Dantas
tt1541972,Paulo Fontenelle
tt1561435,Ernesto Cabellos
tt0814062,Marcos Jorge
tt0814062,Fernando Severo
tt1518211,Lucas Amberg
tt3359366,Bernardo Palmeiro
tt1816626,Elias Júnior
tt1465474,Ana Luiza Azevedo
tt1252605,Suzana Amaral
tt1502981,Gabriel Mascaro
tt1372685,Luiz Villaça
tt3774662,Carlos Gerbase
tt3774662,Guss Mallmann
tt1223932,Daniel Filho
tt1262985,José Padilha
tt1500720,Felipe Hirsch
tt1500720,Daniela Thomas
tt1843212,Eduardo Coutinho
tt0481419,Isa Albuquerque
tt1555149,José Padilha
tt1467388,Wagner de Assis
tt1268204,Lucy Walker
tt1268204,Karen Harley
tt1268204,João Jardim
tt1735853,Malu De Martino
tt1234559,Daniel Filho
tt1442578,André Klotzel
tt1235548,Toniko Melo
tt1827372,Flavio Frederico
tt1054677,Laís Bodanzky
tt1564916,Roberto Santucci
tt1439229,César Rodrigues
tt1071211,Marcelo Laffitte
tt1781866,Felipe Joffily
tt1410297,Guel Arraes
tt0768187,Toni Vanzolini
tt1781755,Caco Souza
tt1068962,Sergio Machado
tt1841681,Lucas Estevan Soares
tt1997594,Mariana Caltabiano
tt1846683,Jorge Durán
tt2548300,Maria Raduan
tt1667333,Gustavo Pizzi
tt1646956,Cacau Amaral
tt1646956,Cadu Barcellos
tt1646956,Luciana Bezerra
tt1646956,Manaira Carneiro
tt1646956,Rodrigo Felha
tt1646956,Wagner Novais
tt1646956,Luciano Vidigal
tt0439801,Roberto Carminati
tt1720038,Arnaldo Jabor
tt1810574,Rosane Svartman
tt1781853,Flávio Ramos Tambellini
tt2830606,Eliane Brum
tt2830606,Paschoal Samora
tt1836076,Beto Brant
tt1832288,Tizuka Yamasaki
tt6696114,Cao Guimarães
tt1646957,Felipe Bragança
tt1646957,Marina Meliande
tt0463311,Erik de Castro
tt1075642,Davi de Oliveira Pinheiro
tt1679538,Jeferson De
tt1618386,Marcos Negrão
tt1618386,André Rangel
tt1702002,Helena Ignez
tt1702002,Ícaro Martins
tt2642050,Caco Milano
tt8467790,Zelito Viana
tt1784570,Georgia Guerra-Peixe
tt2071650,Daniel Baccaro
tt1512720,Gabriel Mascaro
tt1778881,F.H. Citton
tt1625093,Vicente Ferraz
tt1625093,Isabel Martínez
tt1539302,Edu Felistoque
tt1531677,Sean Walsh
tt3792210,Tiago Mata Machado
tt2083174,Pedro Diogenes
tt2083174,Guto Parente
tt2083174,Luiz Pretti
tt2083174,Ricardo Pretti
tt1791556,Chico Faganello
tt11093682,Andrucha Waddington
tt1587828,Marcus Baldini
tt2027178,Cláudio Torres
tt2200908,Cláudio Assis
tt2142055,Cao Hamburger
tt18335606,Luiz Henrique Rios
tt18335606,Rosane Svartman
tt1921043,Selton Mello
tt2016959,Nando Olival
tt1686328,Marco Dutra
tt1686328,Juliana Rojas
tt1579223,Marcos Paulo
tt1828148,Cecília Amado
tt1828148,Guy Gonçalves
tt1720114,José Henrique Fonseca
tt2106411,Beto Brant
tt2106411,Renato Ciasca
tt1734468,André Ristum
tt1895545,Caio Sóh
tt2043879,Júlia Murat
tt1882041,Glauber Filho
tt1882041,Halder Gomes
tt2508618,Felipe M. Guerra
tt1708510,Rosane Svartman
tt1988573,José Alvarenga Jr.
tt2210871,Michel Dubret
tt2210871,André Marouço
tt1827481,Marcoz Gomez
tt1653653,Vicente Amorim
tt2072993,Tata Amaral
tt3801246,Marcio Cavalcante
tt2153364,Rodrigo Aragão
tt1964948,Petrus Cariry
tt2167895,Eduardo Nunes
tt2106575,Hugo Carvana
tt2390985,Tadeu Jungle
tt2109116,David Schurmann
tt1885344,Odilon Rocha
tt1730133,Tomas Portella
tt1730133,Daniela De Carlo
tt1725057,Karim Aïnouz
tt1891885,Carlos Alberto Riccelli
tt1961624,Sheldon Schiffer
tt2006109,Alain Fresnot
tt2115278,Marcos Bernstein
tt2115278,Cesario de Mello Franco
tt2115278,Cesario Mello Franco
tt1825692,Mariana Caltabiano
tt2173017,Letícia Simões
tt2271409,Pola Ribeiro
tt2103142,Lúcia Murat
tt2104852,João Jardim
tt2157079,Ana Rieper
tt2113739,Marcelo Taranto
tt4720736,Alexandre Lima
tt3634636,Adirley Queirós
tt2044009,Clarissa Campolina
tt2044009,Helvécio Marins Jr.
tt2189250,Cibele Amaral
tt2145741,Pedro Urano
tt2145741,Joana Traub Csekö
tt1401681,Andre Alves Pinto
tt1401681,César Rodrigues
tt2190367,Kleber Mendonça Filho
tt2485014,Ricardo Nauenberg
tt2402186,Marcos Bernstein
tt2475154,Petra Costa
tt2102396,Marcos Prado
tt1753722,Afonso Poyart
tt1663661,Marcelo Gomes
tt22527704,Chema Rodríguez
tt2106557,Theodoros Angelopoulos
tt2106557,Gian Vittorio Baldi
tt2106557,Marco Bechis
tt2106557,Laís Bodanzky
tt2106557,Beto Brant
tt2106557,Maria de Medeiros
tt2106557,Manoel de Oliveira
tt2106557,Atom Egoyan
tt2106557,Guy Maddin
tt2106557,Jerzy Stuhr
tt2106557,Cisco Vasques
tt2106557,Wim Wenders
tt2332518,Roberto Santucci
tt3015458,Fabiano Cafure
tt2125425,Luciano Moura
tt1179259,Marcelo Galvão
tt2366794,Paulo Figueiredo
tt2634236,Camilo Tavares
tt2181839,José Eduardo Belmonte
tt2181819,Victor Lopes
tt2296709,Roberto Santucci
tt2209400,Felipe Joffily
tt2478746,Breno Silveira
tt2342810,Halder Gomes
tt0452664,Andrucha Waddington
tt2275885,Mauro Farias
tt2066141,Rodrigo Bittencourt
tt2364250,Gabriel Mascaro
tt5950116,Betse De Paula
tt2182085,Mauro Lima
tt2922740,Jura Capela
tt1497880,Marcelo Machado
tt2445298,Emílio Domingos
tt2113588,Breno Silveira
tt2787834,Estela Renner
tt1784599,Walter Carvalho
tt1784599,Leonardo Gudel
tt3679458,Carlos Fausto
tt3679458,Takumã Kuikuro
tt3679458,Leonardo Sette
tt2357958,Isa Grinspum Ferraz
tt3342056,Paulo Munhoz
tt2141697,Juliana Reis
tt2553010,Carlos Antico Júnior
tt1935765,Fábio Allon
tt1935765,Bruno de Oliveira
tt1935765,Adriano Esturilho
tt1935765,Diego Florentino
tt1935765,Aly Muritiba
tt2156310,Fabio Ornelas
tt2476186,Lúcia Murat
tt2322475,Tiago Arakilian
tt13327766,Ronaldo German
tt2440728,Cesar Oiticica Filho
tt2023618,Alberto Salvá
tt2378405,Tabajara Ruas
tt2161938,Beto Souza
tt2344436,André D'Elia
tt5235162,Celia Catunda
tt5235162,Kiko Mistrorigo
tt2177126,Francisco César Filho
tt2861532,Fernando Coimbra
tt2217458,Bruno Barreto
tt2746176,Hilton Lacerda
tt2332672,Moacyr Góes
tt3183630,Alê Abreu
tt2464018,André Pellenz
tt2140381,Heitor Dhalia
tt2759548,Rodrigo Aragão
tt2231208,Luiz Bolognesi
tt2231208,Jean Cullen De Moura
tt2231208,Marcelo Fernandes De Moura
tt1869416,René Sampaio
tt1922679,Marcio Garcia
tt4103686,Cavi Borges
tt4103686,Luciano Vidigal
tt1756873,Paolo Conti
tt1756873,Arthur Nunes
tt3148528,Roberto Santucci
tt2974412,Eduardo Chauvet
tt1841490,Vicente Ferraz
tt3102382,Júlio Bressane
tt2428824,Alberto Rondalli
tt2836364,Cris D'Amato
tt2836364,Daniel Filho
tt2938008,Bruno Barreto
tt2650414,Renata Pinheiro
tt2316573,Caru Alves de Souza
tt3034258,Julia Rezende
tt2401711,Jayme Monjardim
tt2998352,Denise Godinho Costa
tt2998352,Bruno Graziano
tt2998352,Hugo Moura
tt2039369,Pedro Amorim
tt2881246,Claudio Gonçalvez de Oliveira
tt2220408,Maurício Farias
tt2445698,Paulo Morelli
tt2445698,Pedro Morelli
tt2215537,Antonio Carlos da Fontoura
tt3229040,Petter Baiestorf
tt2078717,Paulo Duarte
tt2078717,Paulo Duarte
tt2078717,Luiz César Rangel
tt4842830,Dida Andrade
tt4842830,Andradina Azevedo
tt2616114,Pedro Vasconcelos
tt2355936,Lina Chamie
tt2355346,Paulo Nascimento
tt2175828,Alan Stivelman
tt2211808,Anita Barbosa
tt2211808,Paulo Fontenelle
tt2928842,Roberto Santucci
tt3158456,Hugo Carvana
tt2322316,Otto Guerra
tt2322316,Ennio Torresan
tt3152736,Oswaldo Montenegro
tt3422390,Marcelo Gomes
tt3422390,Cao Guimarães
tt3422390,Marcelo Gomes
tt3422390,Cao Guimarães
tt2362744,Bruno Safadi
tt4062764,Carlos Antico Júnior
tt3120448,Eder Santos
tt2545068,Frederico Machado
tt22442278,Luis Miguel Dominguez
tt2936856,Manuel Facal
tt2974200,Eliza Capai
tt1702014,Daniel Ribeiro
tt3474994,Fellipe Barbosa
tt1456606,Vicente Amorim
tt1456606,Guillermo Arriaga
tt1456606,Stephan Elliott
tt1456606,Nadine Labaki
tt1456606,Fernando Meirelles
tt1456606,José Padilha
tt1456606,Carlos Saldanha
tt1456606,Im Sang-soo
tt1456606,Paolo Sorrentino
tt1456606,John Turturro
tt1456606,Andrucha Waddington
tt1456606,César Charlone
tt2199543,Karim Aïnouz
tt4096762,Gustavo Vinagre
tt3904770,Gabriel Mascaro
tt2746200,Lírio Ferreira
tt2986122,Carolina Jabor
tt3035582,Cris D'Amato
tt3134058,Mauro Lima
tt3006814,Daniel Augusto
tt3046062,João Jardim
tt2463692,Marco Dutra
tt2343380,Guilherme Fiúza Zenha
tt3527550,José Eduardo Belmonte
tt2789926,Alexandre Carvalho
tt3839256,Tavinho Teixeira
tt3210830,Marcus Baldini
tt2216582,José Maia
tt2216582,Frederico Pinto
tt3906650,Juliana Rojas
tt3807222,Vicente Amorim
tt4083076,Roberto Santucci
tt4167524,Fernando Grostein Andrade
tt4167524,Paulo Eduardo
tt2391094,Tomas Portella
tt3579082,Felipe Braga
tt3989444,Maximilian von Moll
tt3463250,Marcelo Galvão
tt4340040,Erlanes Duarte
tt4224044,Mini Kerti
tt4092686,Walter Salles
tt3666526,Vitor Brandt
tt4016634,André Ristum
tt4299406,Fábio Mendonça
tt3742398,Estevão Ciavatta
tt4118056,Chico Teixeira
tt4118056,Ioneide Lima
tt4093828,Mauricio Eça
tt3948438,Roberto Santucci
tt2216536,Felipe Joffily
tt3668960,Gerson Sanginitto
tt3668960,Ana Cristina Ramos
tt3668960,Paulo Aragão
tt5605728,Alceu Valença
tt5242080,Renato Tapajós
tt4320900,Felipe Joffily
tt4243112,Cesar Terranova
tt3470762,Roberto Berliner
tt3252164,Davi Pretto
tt2363349,Michel Tikhomiroff
tt3565050,Camilo Cavalcante
tt4287610,Adirley Queirós
tt3733622,Cacau Rhoden
tt4899406,Gabriel Mascaro
tt3742378,Anna Muylaert
tt4427060,Filipe Matzembacher
tt4427060,Marcio Reolon
tt4400360,Hector Babenco
tt3583538,Anita Rocha da Silveira
tt5151144,Jorge Furtado
tt3806654,Aly Muritiba
tt5866866,Murilo Salles
tt2168180,Roberto Berliner
tt5532160,Clovis Mello
tt2711256,Lô Politi
tt4058210,Tomas Portella
tt3765088,Ian Sbf
tt4588050,Alexandre Boury
tt4588050,Mauricio Eça
tt4911404,Vinicius Coimbra
tt4690052,Walter Lima Jr.
tt4338276,Julia Rezende
tt2078693,Lula Buarque de Hollanda
tt3170624,Petrus Cariry
tt4302740,Julia Rezende
tt4817642,André da Costa Pinto
tt4972904,Sergio Machado
tt4368086,Rodrigo Gasparini
tt4368086,Dante Vescio
tt5069098,André Antônio
tt4532634,Marina Person
tt4367918,Breno Baptista
tt4367918,Samuel Brasileiro
tt4367918,Rodrigo Fernandes
tt4367918,Ticiana Augusto Lima
tt4367918,Victor Costa Lopes
tt4367918,Luciana Vieira
tt4358196,Cris D'Amato
tt3695986,Guilherme Coelho
tt5060636,Neville de Almeida
tt5189860,João Paulo Cuenca
tt3753384,Chico Faganello
tt4954564,Sandra Kogut
tt4694404,César Rodrigues
tt4543578,Cris D'Amato
tt14390616,Igor Angelkorte
tt4715290,Ansgar Ahlers
tt4491640,Marcelo Antunez
tt4491640,Roberto Santucci
tt3948438,Roberto Santucci
tt4611160,Eduardo Coutinho
tt3774236,Rodrigo Aragão
tt3774236,Petter Baiestorf
tt3774236,Joel Caetano
tt3774236,José Mojica Marins
tt3774236,Rodrigo Aragão
tt3774236,Petter Baiestorf
tt3774236,Joel Caetano
tt3774236,José Mojica Marins
tt3774236,Marcelo Castanheira
tt5142532,Cristiano Burlan
tt4666242,Petter Baiestorf
tt4666242,Paulo Biscaia Filho
tt4666242,Cláudia Borba
tt4666242,Leonardo Dias
tt4666242,Rafael Duarte
tt4666242,Taísa Ennes
tt4666242,Filipe Ferreira
tt4666242,Gustavo Fogaça
tt4666242,Ricardo Ghiorzi
tt4666242,Felipe M. Guerra
tt4666242,Fernando Mantelli
tt4666242,Cesar Coffin Souza
tt4666242,Renato Souza
tt4666242,Márcio Toson
tt4666242,Cristian Verardi
tt4058952,Sandra Werneck
tt4058952,Mauro Farias
tt3653518,Pedro Amorim
tt3447830,Calvito Leal
tt2287677,André de Campos Mello
tt2287677,Marcos DeBrito
tt4157774,Eduardo Ades
tt5189386,Adriana L. Dutra
tt2116973,Marcos Jorge
tt4657092,Marcelo Antunez
tt4657092,Roberto Santucci
tt5221584,Kleber Mendonça Filho
tt5496926,Jayme Monjardim
tt5496926,Luca Bueno
tt5657776,Felipe Sholl
tt6096528,Ricardo Alves Jr.
tt5431016,Alexandre Avancini
tt5431016,Hamsa Wood
tt5140248,Estela Renner
tt6242664,Caio Sóh
tt2495980,Cris D'Amato
tt3918584,Afonso Poyart
tt4875150,Hugo Prata
tt5026038,Homero Olivetto
tt5125930,Marco Dutra
tt6182402,Marília Hughes Guerreiro
tt6182402,Cláudio Marques
tt3212812,César Rodrigues
tt5862036,Marcos Schechtman
tt11187612,Fabrício Barretto
tt6032376,Cristiane Oliveira
tt7230318,Aldo Pedrosa
tt5452964,Anna Muylaert
tt5529392,Roberto Santucci
tt5529392,Marcelo Antunez
tt4924082,Marcus Ligocki
tt5046504,José Eduardo Belmonte
tt4093700,Marco Del Fiol
tt5804126,Mauricio Eça
tt1352393,David Schurmann
tt5708172,Ian Sbf
tt4809638,Pedro Antônio Paes
tt4930760,Renato Siqueira
tt5500468,Oswaldo Montenegro
tt5786508,Halder Gomes
tt6410688,Daniela Arbex
tt6410688,Armando Mendz
tt4143066,Emiliano Ruschel
tt3379372,Rilson Baco
tt3379372,Felipe Bretas
tt5817772,Dener Giovanini
tt0337926,Guilherme Fontes
tt5341056,Carlo Milani
tt5850570,Daniel Talento
tt5531346,Tião
tt3421780,Matheus Souza
tt3421780,Pedro Cadore
tt4747848,Luís Galvão Teles
tt2371365,Fernando Fraiha
tt3922062,José Pedro Goulart
tt5204636,Juan Zapata
tt6788828,Vincent Carelli
tt6788828,Tatiana Almeida
tt6788828,Ernesto de Carvalho
tt5068702,Marcelo Santiago
tt5786632,Vera Egito
tt5466056,Marília Rocha
tt2362790,Leandra Leal
tt5457252,Sergio Andrade
tt5457252,Fábio Baldo
tt3476694,Davi Pretto
tt5379294,Marcelo Galvão
tt5480782,Marco Dutra
tt5480782,Juliana Rojas
tt6368132,Júlia Murat
tt5126274,Gabriela Amaral
tt6998228,Mauro Carvalho
tt6998228,Thiago Cazado
tt7894158,Ivam Cabral
tt7894158,Rodolfo García Vázquez
tt6293516,Daniel Rezende
tt5631456,Laís Bodanzky
tt6289724,Fabio Meira
tt4012424,Selton Mello
tt5991954,Henrique Goldman
tt3332372,Bernardo Dutra
tt3332372,Manitou Felipe
tt7901878,Pedro Vasconcelos
tt7968818,Dannon Lacerda
tt7239416,Francisco Garcia
tt4673790,Daniela Thomas
tt6571110,Filippo Capuzzi Lapietra
tt6791886,Fabrício Bittar
tt7308092,Breno Silveira
tt5649480,Ernani Nunes
tt6474626,Marcelo Caetano
tt6400280,João Dumans
tt6400280,Affonso Uchoa
tt6400280,João Dumans
tt6400280,Affonso Uchoa
tt6805354,Fellipe Barbosa
tt5635808,Anita Barbosa
tt6103318,Felipe Bragança
tt7414162,Glenda Nicácio
tt7414162,Ary Rosa
tt6042392,Samuel Galli
tt6424768,Rafael Ribas
tt6424768,Walbercy Ribas
tt7744802,Pedro Vasconcelos
tt6471684,Marcelo Antunez
tt5818404,Johnny Araújo
tt5818404,Gustavo Bonafé
tt5812510,Ale McHaddo
tt8310490,Edgard Navarro
tt7702334,Halder Gomes
tt7702334,Ioneide Lima
tt6412648,Walter Carvalho
tt6965446,Heitor Dhalia
tt6103618,Mauro Lima
tt4895628,Marcelo Gomes
tt7768800,Eduardo Nunes
tt6532954,João Moreira Salles
tt5968964,Bruno Garotti
tt6390682,Mauro D'Addio
tt6682424,Hique Montanari
tt7704056,Mateus Oliveira
tt5110942,Felipe Hirsch
tt5207840,Toni Venturi
tt4733620,Paulo Morelli
tt7487560,Angela Zoé
tt4117326,J.C. Feyer
tt5813948,Pedro Amorim
tt7878846,Gustavo Bonafé
tt7878846,Fábio Mendonça
tt7959390,Willy Biondani
tt7943504,José Alvarenga Jr.
tt7754496,Kiko Goifman
tt7754496,Claudia Priscilla
tt3096782,Carlos Diegues
tt7986672,Dennison Ramalho
tt7890408,Guto Parente
tt8753660,Fabrício Bittar
tt7925066,Filipe Matzembacher
tt7925066,Marcio Reolon
tt7733440,Thiago J. Silva
tt8619812,Susana Garcia
tt6910020,Alexandre Avancini
tt8026554,Alexandre Moratto
tt9573740,Rodrigo Carneiro
tt9573740,Gustavo Vinagre
tt6145054,Leonardo Domingues
tt7746728,Tavinho Teixeira
tt5228710,Rodrigo Bernardo
tt8513302,Monique Gardenberg
tt5230380,Diego Freitas
tt8583378,Matheus Souza
tt5707048,Gustavo Pizzi
tt7882104,Roberto Santucci
tt8696442,Bruno Garotti
tt8696442,Anita Barbosa
tt4857496,Andrucha Waddington
tt7467324,Aly Muritiba
tt8327492,Gabriel Bitar
tt8327492,André Catoto
tt8327492,Gustavo Steinberg
tt8327492,Gabriel Bitar
tt8327492,André Catoto
tt8591986,Marcus Baldini
tt7665476,Maria Ramos
tt10615388,Júlio Bressane
tt8702008,Rodrigo Aragão
tt7983678,Jeff Zimbalist
tt7983678,Michael Zimbalist
tt7983678,Julián Camilo Duque
tt8423962,Renée Nader Messora
tt8423962,João Salaviza
tt4188440,Eduardo Albergaria
tt6038114,André Moraes
tt9290410,Fernanda Teixeira
tt7754564,Luiz Bolognesi
tt7117552,Francesco Falaschi
tt10984784,Marc Dourdin
tt6678876,Eliane Coster
tt8731138,André Novais Oliveira
tt8346446,Beatriz Seigner
tt6645182,Heitor Dhalia
tt8188542,Carlos Porto de Andrade Junior
tt8837044,Roberto Santucci
tt7165346,Tata Amaral
tt9070758,Nelson Botter Jr.
tt6544318,Tiago Arakilian
tt7239146,Joana Mariani
tt9159056,Jorge Furtado
tt8125376,Bruna Schelb Correa
tt10622790,Mauro Carvalho
tt10622790,Thiago Cazado
tt2762506,Juliano Dornelles
tt2762506,Kleber Mendonça Filho
tt8311958,Gabriel Mascaro
tt6390668,Karim Aïnouz
tt7825208,Wagner Moura
tt7659918,Klaus Mitteldorf
tt7659918,Luciano Patrick
tt9477532,Armando Praça
tt8716800,Bruno Garotti
tt8716800,Anita Barbosa
tt6016744,Petra Costa
tt9660006,Claudia Castro
tt9213932,Wagner de Assis
tt8633506,Sérgio Borges
tt8217188,Gil Baroni
tt9786006,Marcelo Gomes
tt8169552,Daniel Rezende
tt9090636,Maria de Medeiros
tt10406288,Marcos Prado
tt10839434,Leandro Neri
tt7885540,Susanna Lira
tt10611372,Susana Garcia
tt10278930,Clovis Mello
tt9214280,Pedro Amorim
tt10062650,Paulo Sacramento
tt10520386,Julia Rezende
tt21159214,Tomas Portella
tt21159214,René Sampaio
tt9875590,Jarleo Barbosa
tt7611940,Paxton Winters
tt11321572,Jeferson De
tt9646768,Gabriel Martins
tt9646768,Maurílio Martins
tt11310004,Rodrigo Van Der Put
tt10785310,Sandra Kogut
tt6360426,Marcos Bernstein
tt10953126,Alex Levy-Heller
tt8211942,Cris D'Amato
tt9010474,Carlos Vereza
tt7524558,Marcelo Santiago
tt8194038,Daniel Filho
tt7893570,Miguel Falabella
tt7893570,Hsu Chien Hsin
tt13715088,Edward Heidinger
tt13715088,Erton Köhler
tt13715088,Marlon Lopes
tt13715088,Jefferson Nali
tt10603466,Maya Da-Rin
tt6566846,Cláudio Assis
tt12325302,Lucas Margutti
tt10297530,Ramon Porto Mota
tt11912618,Hilton Lacerda
tt14220888,Heitor Dhalia
tt10274594,Inara Leme
tt10274594,Barbara Riethe
tt8956088,Daniel Nolasco
tt8137384,Pedro Amorim
tt8631174,Maurício Farias
tt10738914,Alexandre Avancini
tt11719648,Daniel Nolasco
tt13354204,Roberto Santucci
tt10329566,Bruno Garotti
tt10329566,Jessica Blue
tt10329566,Anita Barbosa
tt10395866,Lázaro Ramos
tt10395866,Flávia Lacerda
tt10892554,Guily Machovec
tt13318486,Arthur Vinciprova
tt10731748,César Rodrigues
tt11150646,Cris D'Amato
tt8747460,René Sampaio
tt13350988,Marcela Lordy
tt8447170,Armando Fonseca
tt8447170,Kapel Furman
tt10648192,Vicente Amorim
tt8241138,Bruno Bini
tt13434448,Cibele Amaral
tt12659790,Pedro von Krüger
tt11908822,Claudio Borrelli
tt8845322,Marco Dutra
tt8845322,Caetano Gotardo
tt12190648,Renata Terra
tt11111232,Cássio Pereira dos Santos
tt7811018,Felipe Bragança
tt13579450,Caio Cavechini
tt5283934,Caco Souza
tt11640118,João Paulo Miranda Maria
tt13458600,Fred Ouro Preto
tt10806050,Cris D'Amato
tt11012574,Luciano de Azevedo
tt13032562,Rodrigo Aragão
tt12152860,Renato Siqueira
tt13238192,Marcelo Brennand
tt13229850,Déo Cardoso
tt9463434,Daniel Filho
tt12717504,André Borelli
tt8608144,Angelo Defanti
tt8477336,Matias Mariani
tt5001208,Frederico Machado
tt9914192,Roberto Santucci
tt13333998,Pedro Arantes
tt13333998,Júlio Taubkin
tt4684610,Boris Baum
tt12373798,Fabrício Bittar
tt12373798,Martín Blousson
tt12373798,Guillermo Carbonell
tt12373798,Julio Napoli Filho
tt12373798,Giordano Gio
tt12373798,Karl Holt
tt12373798,Andreas Kyriacou
tt12373798,Junior Larethian
tt12373798,Matheus Maltempi
tt12373798,Emerson Niemchick
tt12373798,Daniel Pires
tt12373798,Alejo Rébora
tt12373798,Beatriz Saldanha
tt12205344,Larissa Anzoategui
tt10805260,Mauro Lima
tt11721070,Glenda Nicácio
tt11721070,Ary Rosa
tt8396822,Emilia Mello
